Unnamed: 0.1,Unnamed: 0,filename,url,description,type,filepath,scraped,old_filename,old_filepath,height,width,channels,landscape,text,lang_code,lang_conf
10,10,img_0000010.jpg,https://www.zervant.com/prod/uploads/2021/09/logiciel-de-facturation-gratuit-facture.png,Logiciel de facturation gratuit - Fonctionnalités - Zervant,facture,./final/img_0000010.jpg,1,img_0000010.jpg,./facture/img_0000010.jpg,581.0,581.0,3.0,0.0," FACTURE - 2020-57 Date de facauraton puiputt Etheance: 0010r2021 RENOV' PRO jeanette Dubos Pace an Mancher 22200 Aubusson Renov Pro. Entreprise de rénovation Marci Pat: 121 Rur os Bairs BE10O: Sens 0119161010 renovoprecom Mere davoir choisi Nnow' hol Desonpoon mitgeurs Date Qte Unite Prixi unitaire TVA Montant 00092021 1,00 pre 000 00s WODE 0009/2021 1,00 pre 900.00 10.0 990.00 DOr0N2021 10,00 ma 55,00 100 605,00 Fournture et pose dune paroi de couche Fourniture ets pose cun meuble doutle vesque * ourntune a pose cun carneage murs et 6 TotalHT NA 10 TotalTTC 2255.00 20000 or Moyens de palement: Banque: AB Banque SMFEKS 12345 AN123494150 Conditions de paiement 301 jours Renov Pro. Entreprise de renwabon 2 he det dars crsee Mitita de TM 1214545",fr,0.3420003354549408
11,11,img_0000011.jpg,https://www.coover.fr/wp-content/uploads/2019/11/modele-facture-excel.png,Modèle de facture (Mise à jour 2022),facture,./final/img_0000011.jpg,1,img_0000012.jpg,./facture/img_0000012.jpg,606.0,559.0,3.0,0.0," B 2 3 FACTURE No 5 Nom de votre société 6 adresse 7 CP Ville N' SIRET 8 Tél: 9 10 11 12 13 Nom du client Adresse code postal ville 14 Date de facture: 15 Date de livraison 16 Echéance de paiement: 17 18 19 Quantité 20 21 22 23 24 25 26 27 28 29 30 31 33 34 35 Designation Prix unitaire HT Prix total HT Titre de la prestation + description 0,00: 0,00 €: 0,00: 0,00: 0,00€: Total HT T.V.A 20% Total TTC 0,00 €: 0,00: 0,00 32 Informations complémentaires (BIC, IBAN) modèle de facture",fr,0.8392424583435059
12,12,img_0000012.jpg,https://www.facture.net/blog/wp-content/uploads/2021/03/facture2.jpg,Délai de facturation : quand faut-il envoyer les factures à ses clients ? -  Facture.net,facture,./final/img_0000012.jpg,1,img_0000013.jpg,./facture/img_0000013.jpg,700.0,700.0,3.0,0.0," INVOICE Brand Name : - - Invoice to: Dwyane Clark 24. Dummy Street Area. Location, Lorem Ipsum, 370XX59X Involce# Date 52148 01/02/2020 SL item Description Lorem Ipsum Doior 2 Dellentesque id neque ligula 3 Interdum et malesuada fames Vivamus volutpat raucibus Price ss0.00 320.00 $10.00 $90,00 Qty. Total $50.00 $60.00 $20.00 $90.00 3 2 Thank you for your business Payment Info: Asceunt : 141 5r #012 NCI N Laiem ipsum ank Desais A pour sank detaits Terms a Conditions Lorem psum duier a 1 consstatur: adigtasino e. tes -m : sensectetur. Sub Totalt Taxi Total: $220.00 0.00x $220.00 Authorised Sign",en,0.4438064992427826
13,13,img_0000013.jpg,https://www.invoicesimple.com/wp-content/uploads/2019/03/Screen-Shot-2019-03-05-at-11.37.39-AM.png,Modele facture | Modèles gratuits en ligne et téléchargeables,facture,./final/img_0000013.jpg,1,img_0000014.jpg,./facture/img_0000014.jpg,1036.0,801.0,3.0,0.0," <Nom de la compagnie> <Details du contact LOGO <Adresse postale> FACTURE Date No de facture <Conditions de parement par exemple: du dans X jours> Destinataire <Nom> <Nom del la societe> <Adresse postale> <Téléphone> <Email> Envoyez à <Nom> <Nom de la societe> <Adresse postale> <Téléphone> <Email> DESCRIPTION QUANTITE PRIX UNITAIRE TOTAL 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00% 0.00 0.00 0.00€ Remarques, notes et instructions de paiement: SOUS-TOTAL REMISE SOUS-TOTAL MOINS LES REMISES TAUX D'IMPOSITION TAXE TOTAL EXPEDITIO, MANUTENTION SOLDE DU",fr,0.7768903374671936
14,14,img_0000014.jpg,https://templates.biztree.com/imgs/460px/1674.png,Facture pro forma - Modèles & Exemples PDF | Biztree.com,facture,./final/img_0000014.jpg,1,img_0000016.jpg,./facture/img_0000016.jpg,595.0,460.0,3.0,0.0," NOM DE VOTRE ENTREPRISE Siogan de votre entreprise Adresse Ville. Etat/Province, Code Postal Teléphone 123.456.7890 Fax 123.456.7891 DATE 1/1/2002 Doit: Nom Entreprise Adresse Telephone Numero Facture N': 100 Code client: Prepare, par: Vile, EtatProvince Code Postal Pro forma valable, jusqu'au: 10Jan/uz Facture pro forma Commentaires ou Indications particulieres: Aucun VENDEUR NUMERO B.C. DATE EXP. TRANSIT POINT FO.B. MODALITES DO a la livraison. MONTANT QUANTITE DESCRIPTION PRIX UNITAIRE TVA TOTAL HT $ TVA AUTRES TOTAL > 860% MONTANT DEDUIT Si vous avez une question concemant la présente facture pro forma, mhesisez pas a nous contacter INOMI N"" TELA NOUS VOUS REMERCIONS DE NOUS AVOIR CHOISIS",fr,0.8369163274765015
15,15,img_0000015.jpg,https://www.kpulse.fr/public/ressources/factures/thumbnails/modele_2.png,20 modèles de facture gratuits à télécharger (Word / PDF),facture,./final/img_0000015.jpg,1,img_0000017.jpg,./facture/img_0000017.jpg,1081.0,765.0,3.0,0.0, Logo Date Numéro de facture Nom de l'entreprise Adresse Code Postal et Ville Numero de téléphone Email Nom du client Adresse Code Postal et Ville Numéro de téléphone Email Objet : intitule Description Unite Quantite Prix Unitaire HT IVA Total HT 39.90 € Licence KPulse pour 1 utilisateur 1 39.90 € 20% Montant Total HT Remise HT Total Net HT Total TVA Montant Total TTC Montant déjà versé Reste à payer Lal loi du 31 décembre 1992 nous fait lobligation de vous indiquer que le non-respect des conditions de paiement entraine des intérêts de retard suivant modalités et taux défini par lal loi. Une indemnité forfaitaire de 40€: sera due pour frais de recouvrement en cas de retard de paiement. Mode de règlement Conditions de reglement - Date limite de règlement : Nom de l'entreprise et adresse,fr,0.9854297637939453
16,16,img_0000016.jpg,https://app.invoicesimple.com/images/content/fr/1-facture-en-ligne.png,Facture gratuite en ligne | facture Facile,facture,./final/img_0000016.jpg,1,img_0000018.jpg,./facture/img_0000018.jpg,1097.0,954.0,3.0,0.0," Facture nf De A Nom Entreprise nom@entreprise.com 123 Rue Ville P:33122334455 Nom Du Client nom@client.com 456 heureux Téléphone: 33122334455 Facture Nombre FAC0001 Date Échéance Lal Description Description De L'article 1 Description De L'article 2 9 avr. 2019 Exigible Dès Réception Coût Unitaire 1444,00 € 115,00 € Quantité 1,00 11,00 Sous-total VAT (20%) Total Solde Dû Montant 1444,00 € 1265,00 € 2709,00 € 541,80 € 3250,80 € 3250,80 €",fr,0.8775717616081238
17,17,img_0000017.jpg,https://www.hopenergie.com/uploads/media/default/0001/01/x30e9453c0dc642d52b8b8f9939636d8b6472c4ca.jpeg.pagespeed.ic.urTk75eVOr.jpg,Comprendre la facture EDF : exemple de facture EDF,facture,./final/img_0000017.jpg,1,img_0000019.jpg,./facture/img_0000019.jpg,386.0,674.0,3.0,1.0," Votre contrat Electricité ""Tarif Bleu""- - 06K KVA- Option Base - *eDF Prox eHTimois Montant EHT TVA Abonnement Base-OGAVA- du 0801/20 au: 31/0120 Base- OGAVA-d dur 01/02/201 au 07/03/20 Base- -OGAVA- duc 0803/201 aut 07/05/20 Deduction. Base- OGKVA- du 0801/20 aut 0703/20 Total Abonnement (dont acheminement 10,92€) 7.98 8,10 8,10 7,08 6,38 5.5% 9,72 5,5% 16.20 5,5% -15,96 5,5% 16,34 Releve debut Releve fn Conso kWh PrixeHTAWH Montant eHT IVA Consommation Base- OOAVA-d out 0801/20 a07/0320 2264 (Enedis) 3589 (Enedis) 1325 0.0957 126,86 20,0% Total Consommation (dont acheminement 49,950) 1325 126,86 Conso KWh PrixeHT/kWh Montant CHT TVA Taxes et Contributions Taxe suri la Consommation Finale dElectricite (CFE) Contnbution au Service Putic dElectricite (CSPE) Contribution Tarifaire dAcheminement Electricite (CTA) Total Taxes et Contributions Total Electricité hors TVA 1325 1325 0,00082 0,02250 13.01 20,0% 2.81 20.0% 2,95 5,5% 45,77 188,97 En conclusion Total facture hors TVA du 1003/2020 TVA20,00 % sur un montant total de 169.68€ TVA5.501 a sur unr montantt totl de 19.29 Total facture TTC du' 10/03/2020 188.97 33.93 Montant total 1.06 223,96€ 223,96€ TTC",fr,0.38472822308540344
18,18,img_0000018.jpg,https://files.intum.com/v/vosfactures/files/facturation-produit-nom-description.PNG,Base de Connaissances - Vos Factures - Afficher ou non la Description des  Produits,facture,./final/img_0000018.jpg,1,img_0000020.jpg,./facture/img_0000020.jpg,525.0,777.0,3.0,1.0," Facture No F/06.2019/090 Date de création 17/06/2019 Date limite de validité : 17/07/2019 SFIDELI FIDELI 32 Rue du commerce 75022 Paris CEDEX, France Numéro TVAFR123456789 fideli@fideli.co M. & Mme Dupont 13 rue du Paradis 75014 Paris, France T:0167767767,0678512375 Installation Climatisation Montant TVA 200,00 Désignation Réf. Qté PUHT Total HT TVA DK500 1pc 1000,00 10 000,00 20% Total TTC DAIKIN Appareil climatisation pompe à 1200,00 chaleur Climatiseur mural réversible. Garantie 3. ans pièces et 5. ans compresseur. Total: 10 000,00 200,00 Total HT Montant TVA TotalTTC 1200,00 10 000,00 I € 200,00€ € 1200,00€",fr,0.7283405661582947
19,19,img_0000019.jpg,https://www.henrri.com/wp-content/uploads/2017/07/Facture-haute.png,Factures simples et professionnelles | Henrri logiciel de facturation,facture,./final/img_0000019.jpg,1,img_0000021.jpg,./facture/img_0000021.jpg,896.0,1275.0,3.0,1.0," a Accueil Accès 1 rapide HenRRi FACTURE ENJ JUILLET 36799CHT IMPAYES POURI UN MONTANTI DE 32603€ FACTURE APERÇU FACTURE FINALISEE ACTIONS AVANCEES FACTURE - PLACO & PEINTURE R tenrRi RIVALIS ENVOYERI LAI FACTURE MONI ENTREPRISE 5,rue des marchands 68000COLMAR mol@monentrepniserr NT TVAlntracommunautare: FR4 49: 353458044 FACTURE No 17-07-10 Le lundi 24. juillet: 2017 Image Désignation BATIMENT LEVAILLANT Me Béatrice LEVAILLANT 3rue Victor Hugo 68000 COLMAR Quantité PUVente % Rem TVA Montant! HT 10,00 25,00€ 0,00 20,00 250,00 Plaque de placo BA13 Rouleau Bandes de placo 2,00 15,00 0,00 20,00 30,00€ Pose 10 plaques del Placo 10,00 80,00 10,00 20,00 720,00€ Peinture Blanche unie- Satinée Pro- 10L 3,00 78,00 0,00 20,00 234,00€ Alde",fr,0.6245785355567932
20,20,img_0000020.jpg,https://www.fransat.fr/wp-content/uploads/2021/11/Facture-Assistance.png,Bien comprendre ma facture - Fransat,facture,./final/img_0000020.jpg,1,img_0000022.jpg,./facture/img_0000022.jpg,1441.0,964.0,3.0,0.0," fransat FRANSAT Facture no Adresse de facturation Votre référence client FRANSAT: : Votre identifiant FRANSAT: Date de paiement le : Mode de paiement Designation UA: Date de début: Quantité 1 PU HT .00€ PU TTC .00€ Pack Sport/Sans engagement à 14.99 € TTC/mois Total HT Total TVA Total 00€ .00€ .00 € Détails des Taxes Taux TVA 10 % Total HT TVA .00 € .00 € FRANSAT, société anonyme, au capital de 2 323823EUR, RCS 32 Boulevard Gallieni 92130 Issy-les-Moulineaux NOTVA intra-communautaire : FR 89512443201 Paris No 512 443 201, www.fransat.fr viaeutelsat",fr,0.8203551769256592
21,21,img_0000021.jpg,https://lienzo.s3.amazonaws.com/images/8b11f3ae586a5ad576082b8f1bc5f2c3-modele-facture-vierge-2.png,Modèles de facture | exemples factures gratuits et imprimables - Wise,facture,./final/img_0000021.jpg,1,img_0000023.jpg,./facture/img_0000023.jpg,906.0,732.0,3.0,0.0," Le nom de votre société Facture Numéro de client Numéro de facture: Date de facture: Date de livraison: Echéance de paiement: Expédier a: Adresse Code postale ville Téléphone Email Prix unitaire HT Adresse Code postale ville Telephone Facturer a: Adresse Code postale ville Téléphone Email Description Email Site web Quantité Prix total HT €0.00 €0.00 €0.00 €0.00 €0.00 €0.00 €0.00 €0.00 €0.00 €0.00 €0.00 20.00% €0.00 €0.00 €0.00 Remarques et instructions de paiement: Ai inclure ici: L'indemnité forfaitaire pour frais de recouvrement en cas de retard de paiement Numéro de compte bancaire, BIC, IBAN. SOUS-TOTAL: REMISE: TAUX DE TVA: TOTALTTC: SOUS-TOTALI MOINS LES REMISES: EXPEDITION ET MANUTENTION: SOMME FINALE A PAYER: Nous apprécions votre clientèle. Sivous-avez des questions sur cette facture, n'hesitez pas à nous contacter. Numéro SIRETI I Code. APE I Numéro TVA Intracommunitaire",fr,0.9241952300071716
22,22,img_0000022.jpg,https://prix-elec.com/sites/prix-elec.com/files/2020-04/facture-EDF-page-1.jpg,Facture EDF : comprendre son calcul la consulter et payer en ligne,facture,./final/img_0000022.jpg,1,img_0000024.jpg,./facture/img_0000024.jpg,990.0,700.0,3.0,0.0," NOUS CONTACTER N""client 7006 451 088 dentifiant Internet: DUPONE.DUPONTOYANOON - Par Internet 3016121223419720002X99FA4312231 Document a conserver 5 ans Page 14 eDF edf.fr apptication mobile: EDF & MOI mail: serviceclient@edt.fr Par telephone Dul undi au samedi des 8h et jusqu'a 21h 096936666 66 (Service gratur prix appel) Mon Compte: Sur Serveur Vocal 0970833333 (Service gratuit  prix appell Par courrier EDF SERVICE CLIENTS TSA 20012 41975 BLOIS CEDEXS 9 Nos boutiques Retrouvez la boutique la plus proche de chez vous sur boutiques.edf.com Urgence dépannage Electricité (Enedis) 09 7267 750 31 Service gratuit prin appel Urgence depannage Gaz (GRDF) 0800473333 Service Tpe pmms a Lieu de consommation -VILLA. 23 ALLEE DES BLEUS 31520 RAMONVILLE ST AGNE Titulaire du contrat Mme, M. DUPONT DUPONT DURAND MARTIN Votre contrat N'do client: 71 006 451 088 N'de compte: 9 074019 451011 (numéro a transmettre pour le réglement de vos factures) Electricité Tarif Bleur Paint de livraison (PDL): N""99 1361793541 072 Puissance: 06 KVA Base Gaz naturel Mon Contrat Gaz Naturel Prix Point de comptage (PCE) N'00 136 3241 071 838 Conso: 2 DUPONT DUPONT DURAND MARTIN 23 ALLEE DES BLEUS 31520 RAMONVILLE ST AGNE Facture du 21/12/2016 N""32363072840 Electricite (relevé client) Gaz naturel relevé estimé) TVA Facture TTC Montant total 267,36€ TTC Preleve le 05/01/2017 53,65 € 175.67 € 38,04 € 267,36 € Les prochaines étapes Prochaine lacture vers le 18/02/2017. Prochaine relève Enedis vers le 19/02/2017. Prochaine releve GrDF vers le 19/02/2017. Fixe"" Prelevement automatique Le montant de 267,36€ sera prélevé le 05/01/2017 sur le compte ci-de Titulaire du compte: : DUPONT Dupont Compte bancaire: FR7900559""""34"" 772""",fr,0.8125552535057068
23,23,img_0000023.jpg,https://www.obat.fr/blog/wp-content/uploads/2020/12/modele-facture-gratuit-sevdesk.png,Les 7 meilleurs modèles de facture gratuits - Excel et Word,facture,./final/img_0000023.jpg,1,img_0000027.jpg,./facture/img_0000027.jpg,753.0,615.0,3.0,0.0," Sevenit GmbH Hauptstrabe 40 77654 Offenburg Monsieur Jean Dupont Acheteur SA Rue du Château 34000 MONTPELLIER FACTURE Numéro de facture : 1001 Date de facture : 02/08/2018 N' client : 321 Description page 1 Qantité Unité Prix unitaire HT Total HT TVA Main-d'oeuvre Tracteur Bois de chauffage 30 1 10 h. pce. stère 40,00€ 12 200,00 € 20% 18 800,00 € 18 800,00 € 20% 80,00 800,00 10% Total HT 80,00 € Total TVA 3000,00 € 800,00 € Total HT TVA20 % TVA 10 % Total TTC 3 800,00 € 600,00 € 80,00 € 4 480,00 TVA20 % 600,00 € TVA1 10 % Conditions de paiement : 30% à la commande, paiement à réception de facture Mode de paiement : par virement ou chèque Nous vous remercions de votre confiance. Cordialement Sevenit GmbH Hauptstrabe 40 Max Mustermann 77654 Offenburg Allemagne Tel.: (+49)7821 : 049370- 0 E-Mail: info@sevenit.de Détails banguaires BIC PBNKDEFF N' Siret 380 000 000 000XX Code. APE 0815 C N'1 TVAI Intracom. DE 84. 380000000 Directeur: IBAN DE 85 123456/8 0123456789",fr,0.7970471978187561
24,24,img_0000024.jpg,https://intia.fr/app/uploads/2018/07/Facture-INFast-v2.png,Modèle de facture – INTIA,facture,./final/img_0000024.jpg,1,img_0000028.jpg,./facture/img_0000028.jpg,1273.0,900.0,3.0,0.0," FACTURE Numéro : F1806A-A-002 Version:1.0 Date de facturation 27/06/2018 Référence client C1806A-006 INTIA Libérez-vous du temps Nom de votre entreprise Nom du client Adresse du client CP VILLE France Tél. : 0000000000 Adresse CP VILLE France delphine@intia.fr Description Nom de l'article Description 2 3 Prix Unit. HT Qté. Remise 100,00 € Total HT TVA Total TTC 85,00 € 20% 4 1 15% 15,00 € 0% 0% 102,00 € 17,00 Nom du groupe d'articles Nom de l'article 2 Description Nom de l'article 3 Description 50,00 € 70,00 € 1 1 50,00 € 20% 70,00 € 20% 60,00 € 84,00 € 10,00€ 14,00€ 5 Total TTC: : 144,00 € Total HT: : 120,00 € Commentaire Informations Bancaires Banque : RIB: IBAN: BIC: Projet global Total HT Total TTC Acompte Soit HT Réglé le Facture d'acompte Total HT TVA 20% % Total TTC Net à payer Date d'échéance: 27/06/2018 205,00 € 246,00 € 73,80 € 61,50 € 27/06/2018 F1806A-020 143,50 € 28,70 € 172,20 € 172,20 € 6 Banque RIB IBAN BIC TTC de INFast 919 106 SIREN: 919 106: RCS: à Tarticle L 441-6 du code de commerce, une Aucun escompte ne: sera accordé en cas de paiement anticipe. Société par actions simplifiée Capital de 600 000,00 €- En cas de retard dep paiement, sera exigible, TVA: 798149 919 106 de 40 euros. pour frais de crééavec CINFast 1sur1",fr,0.8974446654319763
