filename,url,description,type,filepath,scraped,old_filename,old_filepath
img_0000013.jpg,https://www.invoicesimple.com/wp-content/uploads/2019/03/Screen-Shot-2019-03-05-at-11.37.39-AM.png,Modele facture | Modèles gratuits en ligne et téléchargeables,facture,./final/img_0000013.jpg,1,img_0000014.jpg,./facture/img_0000014.jpg
img_0000014.jpg,https://templates.biztree.com/imgs/460px/1674.png,Facture pro forma - Modèles & Exemples PDF | Biztree.com,facture,./final/img_0000014.jpg,1,img_0000016.jpg,./facture/img_0000016.jpg
img_0000015.jpg,https://www.kpulse.fr/public/ressources/factures/thumbnails/modele_2.png,20 modèles de facture gratuits à télécharger (Word / PDF),facture,./final/img_0000015.jpg,1,img_0000017.jpg,./facture/img_0000017.jpg
img_0000016.jpg,https://app.invoicesimple.com/images/content/fr/1-facture-en-ligne.png,Facture gratuite en ligne | facture Facile,facture,./final/img_0000016.jpg,1,img_0000018.jpg,./facture/img_0000018.jpg
img_0000017.jpg,https://www.hopenergie.com/uploads/media/default/0001/01/x30e9453c0dc642d52b8b8f9939636d8b6472c4ca.jpeg.pagespeed.ic.urTk75eVOr.jpg,Comprendre la facture EDF : exemple de facture EDF,facture,./final/img_0000017.jpg,1,img_0000019.jpg,./facture/img_0000019.jpg
img_0000018.jpg,https://files.intum.com/v/vosfactures/files/facturation-produit-nom-description.PNG,Base de Connaissances - Vos Factures - Afficher ou non la Description des  Produits,facture,./final/img_0000018.jpg,1,img_0000020.jpg,./facture/img_0000020.jpg
img_0000019.jpg,https://www.henrri.com/wp-content/uploads/2017/07/Facture-haute.png,Factures simples et professionnelles | Henrri logiciel de facturation,facture,./final/img_0000019.jpg,1,img_0000021.jpg,./facture/img_0000021.jpg
img_0000020.jpg,https://www.fransat.fr/wp-content/uploads/2021/11/Facture-Assistance.png,Bien comprendre ma facture - Fransat,facture,./final/img_0000020.jpg,1,img_0000022.jpg,./facture/img_0000022.jpg
img_0000021.jpg,https://lienzo.s3.amazonaws.com/images/8b11f3ae586a5ad576082b8f1bc5f2c3-modele-facture-vierge-2.png,Modèles de facture | exemples factures gratuits et imprimables - Wise,facture,./final/img_0000021.jpg,1,img_0000023.jpg,./facture/img_0000023.jpg
img_0000022.jpg,https://prix-elec.com/sites/prix-elec.com/files/2020-04/facture-EDF-page-1.jpg,Facture EDF : comprendre son calcul la consulter et payer en ligne,facture,./final/img_0000022.jpg,1,img_0000024.jpg,./facture/img_0000024.jpg
img_0000023.jpg,https://www.obat.fr/blog/wp-content/uploads/2020/12/modele-facture-gratuit-sevdesk.png,Les 7 meilleurs modèles de facture gratuits - Excel et Word,facture,./final/img_0000023.jpg,1,img_0000027.jpg,./facture/img_0000027.jpg
img_0000024.jpg,https://intia.fr/app/uploads/2018/07/Facture-INFast-v2.png,Modèle de facture – INTIA,facture,./final/img_0000024.jpg,1,img_0000028.jpg,./facture/img_0000028.jpg
img_0000025.jpg,https://www.facture.net/blog/wp-content/uploads/2021/04/Facture-Word.jpg,B2B : Comment créer une facture entre professionnels ? - Facture.net,facture,./final/img_0000025.jpg,1,img_0000029.jpg,./facture/img_0000029.jpg
img_0000026.jpg,https://binaries.templates.cdn.office.net/support/templates/fr-fr/lw00000042_quantized.png,Facture simple,facture,./final/img_0000026.jpg,1,img_0000030.jpg,./facture/img_0000030.jpg
img_0000027.jpg,https://www.coover.fr/wp-content/uploads/2021/02/facture-de-situation-de-travaux-1.png,Facture de situation : modèle à télécharger gratuitement (Mise à jour 2022),facture,./final/img_0000027.jpg,1,img_0000033.jpg,./facture/img_0000033.jpg
img_0000028.jpg,https://modeles-facture.fr/wp-content/uploads/2020/02/Mod%C3%A8le-pour-lachat-et-la-vente-de-produits.png,▷ Modèle de facture pour l'achat et la vente de produits - Modèles-facture,facture,./final/img_0000028.jpg,1,img_0000035.jpg,./facture/img_0000035.jpg
img_0000029.jpg,https://www.sedif.com/iso_album/factures-recto-2022_2.jpg,Comprendre ma facture,facture,./final/img_0000029.jpg,1,img_0000036.jpg,./facture/img_0000036.jpg
img_0000030.jpg,https://d33v4339jhl8k0.cloudfront.net/docs/assets/59b2fb88042863033a1cb464/images/5a7d87740428634376cffb69/file-HuHgmS7Xkl.png,Tags : Facture acquittée et Facture d'avoir - Dendreo FAQ,facture,./final/img_0000030.jpg,1,img_0000037.jpg,./facture/img_0000037.jpg
img_0000031.jpg,https://modeles-facture.fr/wp-content/uploads/2019/10/Modele-generic-de-facture.png,▷ Modèle de facture générique - Modèles-facture,facture,./final/img_0000031.jpg,1,img_0000038.jpg,./facture/img_0000038.jpg
img_0000032.jpg,https://www.cresus.ch/products/fact/images/Facture-QR-Exemple.png,Crésus Facturation,facture,./final/img_0000032.jpg,1,img_0000040.jpg,./facture/img_0000040.jpg
img_0000033.jpg,https://eservices.caba.fr/media/cache/resolve/5_lq/uploads/6076f71e30ca5788665596.jpg,Démarches en ligne - Payer ma facture,facture,./final/img_0000033.jpg,1,img_0000042.jpg,./facture/img_0000042.jpg
img_0000034.jpg,https://binaries.templates.cdn.office.net/support/templates/fr-ca/lt10002121.png,Facture de prestation de services avec heures et taux,facture,./final/img_0000034.jpg,1,img_0000043.jpg,./facture/img_0000043.jpg
img_0000035.jpg,https://files.intum.com/v/vosfactures/files/31596/devis-facture.png,Base de Connaissances - Vos Factures - Créer une Facture depuis un Devis,facture,./final/img_0000035.jpg,1,img_0000045.jpg,./facture/img_0000045.jpg
img_0000036.jpg,https://officeopro.com/wp-content/uploads/2021/09/facture-psychologue.png,➤ [Facture psychologue libéral] GUIDE complet 2022 pour l'établir,facture,./final/img_0000036.jpg,1,img_0000046.jpg,./facture/img_0000046.jpg
img_0000037.jpg,https://www.obat.fr/blog/wp-content/uploads/2021/03/modele-facture-obat-word.png,Les 7 meilleurs modèles de facture gratuits - Excel et Word,facture,./final/img_0000037.jpg,1,img_0000048.jpg,./facture/img_0000048.jpg
img_0000038.jpg,https://www.gite-et-bien.fr/rmedia/exemple-facture-gite.png,Facturation des séjours pour vos gîtes et chambres d'hôtes,facture,./final/img_0000038.jpg,1,img_0000049.jpg,./facture/img_0000049.jpg
img_0000039.jpg,https://www.datocms-assets.com/17507/1619629846-facturesoldeexemple-2.jpeg?fit=max&fm=webp&q=60&w=736,Comment faire une facture de solde suite à un acompte ?,facture,./final/img_0000039.jpg,1,img_0000050.jpg,./facture/img_0000050.jpg
img_0000040.jpg,http://wpmaster.keyyo.com/docs/files/2013/03/keyyo-invoice-sample-page1.png,Comment lire une facture ? | Documentation,facture,./final/img_0000040.jpg,1,img_0000051.jpg,./facture/img_0000051.jpg
img_0000041.jpg,https://www.legalplace.fr/wp-content/uploads/2021/12/modele-facture-auto-entrepreneur-1.jpg.webp,Facture auto-entrepreneur : comment la rédiger en 5 étapes,facture,./final/img_0000041.jpg,1,img_0000052.jpg,./facture/img_0000052.jpg
img_0000042.jpg,https://www.404works.com/app/webroot/upload/images/2018/1810/modele-facture-freelance.png,Facture freelance : comment facturer vos clients en respectant les règles ?  | 404Works,facture,./final/img_0000042.jpg,1,img_0000053.jpg,./facture/img_0000053.jpg
img_0000043.jpg,https://www.vattenfall.fr/sites/default/files/images/2019-12/article-5-facture.png,Comprendre ma facture d'électricité | Vattenfall,facture,./final/img_0000043.jpg,1,img_0000055.jpg,./facture/img_0000055.jpg
img_0000044.jpg,https://modeles-contrat.fr/wp-content/uploads/2020/10/exemple-de-facture-de-doit-213x300.png,▷ Facture de doit modèle facture gratuit - Modèle de Contrat,facture,./final/img_0000044.jpg,1,img_0000056.jpg,./facture/img_0000056.jpg
img_0000045.jpg,https://www.coover.fr/wp-content/uploads/2020/12/modele-facture-davoir.png,Modèle de facture d'avoir (Mise à jour 2022),facture,./final/img_0000045.jpg,1,img_0000057.jpg,./facture/img_0000057.jpg
img_0000046.jpg,https://static.s-sfr.fr/media/ass_premiere_facture_sfr_v2.png,Guide facture SFR Fixe,facture,./final/img_0000046.jpg,1,img_0000059.jpg,./facture/img_0000059.jpg
img_0000047.jpg,https://www.datocms-assets.com/17507/1606814678-modele-facture-gratuit-a-imprimer-avec-tva.png?fit=max&fm=webp&q=60&w=736,Comment éditer une facture en ligne gratuitement + modèles à imprimer,facture,./final/img_0000047.jpg,1,img_0000060.jpg,./facture/img_0000060.jpg
img_0000048.jpg,https://www.renovationettravaux.fr/wp-content/uploads/2019/12/Exemple-de-facture.png,Savoir faire un devis ou ue facture,facture,./final/img_0000048.jpg,1,img_0000061.jpg,./facture/img_0000061.jpg
img_0000049.jpg,https://www.wecount.swiss/wp-content/themes/yootheme/cache/WeCount-Modele-de-facture-pour-clients-suisses-avec-TVA-2d7dc8ee.png,Modèle de facture suisse au format Excel à télécharger » WeCount,facture,./final/img_0000049.jpg,1,img_0000062.jpg,./facture/img_0000062.jpg
img_0000050.jpg,https://legalstart.s3-eu-west-1.amazonaws.com/Mod%C3%A8le+-+Facture+restaurant-1.png,Les factures au restaurant : le guide pour tout comprendre,facture,./final/img_0000050.jpg,1,img_0000063.jpg,./facture/img_0000063.jpg
img_0000051.jpg,https://marketplace.canva.com/EADws-0_HdQ/1/0/1131w/canva-orange-g%C3%A9om%C3%A9trique-ligne-service-facture-0WLk79W8Vuk.jpg,Factures de fourniture de services : modèles gratuits | Canva,facture,./final/img_0000051.jpg,1,img_0000065.jpg,./facture/img_0000065.jpg
img_0000052.jpg,https://www.invoicesimple.com/wp-content/uploads/2019/03/Screen-Shot-2019-03-01-at-4.05.32-PM-e1565307474591.png,Modele facture | Modèles gratuits en ligne et téléchargeables,facture,./final/img_0000052.jpg,1,img_0000066.jpg,./facture/img_0000066.jpg
img_0000053.jpg,https://templates.biztree.com/imgs/460px/1675.png,Facture - Modèles & Exemples PDF | Biztree.com,facture,./final/img_0000053.jpg,1,img_0000068.jpg,./facture/img_0000068.jpg
img_0000054.jpg,https://www.datocms-assets.com/17507/1606812582-exemple-facture-type.png?fit=max&fm=webp&q=60&w=736,Types de facture : définition exemples différents types de facturation,facture,./final/img_0000054.jpg,1,img_0000069.jpg,./facture/img_0000069.jpg
img_0000055.jpg,https://hellomybusiness.fr/wp-content/uploads/2021/05/Capture-de%CC%81cran-2021-05-07-a%CC%80-16.39.50.png,Modèle de facture auto-entrepreneur - Hello My Business,facture,./final/img_0000055.jpg,1,img_0000070.jpg,./facture/img_0000070.jpg
img_0000056.jpg,https://fhe-france.com/wp-content/uploads/2021/10/Fichier-3-1-724x1024.jpg,Comment lire sa facture d'électricité edf (et autres) - Fhe France,facture,./final/img_0000056.jpg,1,img_0000071.jpg,./facture/img_0000071.jpg
img_0000057.jpg,https://www.holded.com/wp-content/uploads/2021/04/facture-rectificative-2-1024x797.png,Factures rectificatives : de quoi s'agit-il et à quoi servent-elles ?,facture,./final/img_0000057.jpg,1,img_0000072.jpg,./facture/img_0000072.jpg
img_0000058.jpg,https://assets-global.website-files.com/610167bdec52d465db882881/6130d518e78be92c8961cfd4_facturation-delai-paiement-Sellsy.png,Facturation et délais de paiement : comment ça fonctionne ?,facture,./final/img_0000058.jpg,1,img_0000074.jpg,./facture/img_0000074.jpg
img_0000059.jpg,https://www.upela.com/assets/images/Blog/modele-facture-proforma.png,Comment faire une facture proforma ? Nos conseils | Upela.com,facture,./final/img_0000059.jpg,1,img_0000076.jpg,./facture/img_0000076.jpg
img_0000060.jpg,https://cdn-landing.app-abby.com/wp-content/uploads/2021/05/F-2021-0002.jpg,Les éléments obligatoires qui doivent apparaître dans vos factures - Abby,facture,./final/img_0000060.jpg,1,img_0000081.jpg,./facture/img_0000081.jpg
img_0000061.jpg,https://g7y6h3a7.rocketcdn.me/wp-content/uploads/2020/03/exemple-facture-travailler-freelance.png,exemple-facture-travailler-freelance -,facture,./final/img_0000061.jpg,1,img_0000082.jpg,./facture/img_0000082.jpg
img_0000062.jpg,https://debitoor.fr/blog/les-regles-de-la-facturation-pour-l-e-commerce/exemple-de-facture-e-commerce.jpg,La facturation pour l'e-commerce | Debitoor facturation,facture,./final/img_0000062.jpg,1,img_0000083.jpg,./facture/img_0000083.jpg
img_0000063.jpg,https://files.intum.com/v/vosfactures/files/unite-facture.png,Base de Connaissances - Vos Factures - Unité des produits / services,facture,./final/img_0000063.jpg,1,img_0000085.jpg,./facture/img_0000085.jpg
img_0000064.jpg,https://www.portail-autoentrepreneur.fr/media/knowledgebase/facture-exemple_K2dV1je.jpg,Modèle de facture en auto-entrepreneur : comment faire ?,facture,./final/img_0000064.jpg,1,img_0000087.jpg,./facture/img_0000087.jpg
img_0000065.jpg,https://www.seolis.net/wp-content/uploads/2018/07/Facture_TB_PART_Mensualise_RECTO_Web.jpg,Votre facture - Seolis,facture,./final/img_0000065.jpg,1,img_0000088.jpg,./facture/img_0000088.jpg
img_0000066.jpg,https://www.datocms-assets.com/17507/1606813392-exemple-davoir-sur-facture-clicfacture.png?fit=max&fm=webp&q=60&w=736,Facture d'avoir : définition modèle exemples et logiciels,facture,./final/img_0000066.jpg,1,img_0000089.jpg,./facture/img_0000089.jpg
img_0000067.jpg,https://www.zervant.com/fr/file/modele-de-facture-proforma/?size=large,Modèle facture proforma à télécharger gratuitement sous Word et Excel -  Zervant,facture,./final/img_0000067.jpg,1,img_0000090.jpg,./facture/img_0000090.jpg
img_0000068.jpg,https://www.eaudubassinrennais-collectivite.fr/wp-content/uploads/2019/12/Facture-LUH_2019-1-1440x2020.jpg,Comprendre votre facture - Eau du Bassin Rennais Collectivité,facture,./final/img_0000068.jpg,1,img_0000091.jpg,./facture/img_0000091.jpg
img_0000069.jpg,https://energieplus-lesite.be/wp-content/uploads/2007/09/factureeligibleht.jpg,Comprendre les termes de la facture haute tension - Energie Plus Le Site,facture,./final/img_0000069.jpg,1,img_0000092.jpg,./facture/img_0000092.jpg
img_0000070.jpg,https://www.cogilog.com/wp-content/uploads/2020/06/cogilog-gestion-facture-1.png,Logiciel de devis et factures pour Mac - Cogilog,facture,./final/img_0000070.jpg,1,img_0000093.jpg,./facture/img_0000093.jpg
img_0000071.jpg,https://www.c-mon-o.fr/wp-content/uploads/2022/04/FACTURE-EAU-ANC-2022-700x470.jpg,Comprendre votre facture - CMonO,facture,./final/img_0000071.jpg,1,img_0000094.jpg,./facture/img_0000094.jpg
img_0000072.jpg,https://entreprises.selectra.info/sites/entreprises.selectra.info/files/images/factures/facture-pro-edf-tarif-bleu-1.png,Comprendre et optimiser sa facture d'électricité pro pour entreprises,facture,./final/img_0000072.jpg,1,img_0000098.jpg,./facture/img_0000098.jpg
img_0000073.jpg,https://upload.wikimedia.org/wikipedia/commons/4/49/Carte_identit%C3%A9_%C3%A9lectronique_fran%C3%A7aise_%282021%2C_recto%29.png,Carte nationale d'identité en France — Wikipédia,id_pieces,./final/img_0000073.jpg,1,img_0000000.jpg,./id_pieces/img_0000000.jpg
img_0000074.jpg,https://www.francetvinfo.fr/pictures/ljNEeJ-X05HxfXCi32n8s6MJMGg/1500x843/2021/03/16/phpCDwGn0.jpg,https://www.francetvinfo.fr/pictures/ljNEeJ-X05HxfXCi32n8s6MJMGg/1500x843/2021/03/16/phpCDwGn0.jpg,id_pieces,./final/img_0000074.jpg,1,img_0000001.jpg,./id_pieces/img_0000001.jpg
img_0000075.jpg,https://evreux.fr/wp-content/uploads/2020/01/carte-identite.jpg,Carte nationale d'identité - CNI - Evreux,id_pieces,./final/img_0000075.jpg,1,img_0000004.jpg,./id_pieces/img_0000004.jpg
img_0000076.jpg,https://media.sudouest.fr/1687224/1200x-1/id.jpg,https://media.sudouest.fr/1687224/1200x-1/id.jpg,id_pieces,./final/img_0000076.jpg,1,img_0000006.jpg,./id_pieces/img_0000006.jpg
img_0000077.jpg,https://www.agoncoutainville.fr/wp-content/uploads/2018/07/carte-nationale-identit%C3%A9.jpeg,Carte d'identité / Passeport | Agon-Coutainville,id_pieces,./final/img_0000077.jpg,1,img_0000007.jpg,./id_pieces/img_0000007.jpg
img_0000078.jpg,https://fac.img.pmdstatic.net/fit/https.3A.2F.2Fi.2Epmdstatic.2Enet.2Ffac.2F2021.2F10.2F08.2Fcfa5404c-8859-4856-b6a0-d0c1b0369142.2Ejpeg/1120x1577/quality/80/thumbnail.jpg,Tout savoir sur la nouvelle carte d'identité : Femme Actuelle Le MAG,id_pieces,./final/img_0000078.jpg,1,img_0000010.jpg,./id_pieces/img_0000010.jpg
img_0000079.jpg,https://cdn.paris.fr/paris/2021/06/04/huge-fad88b5bbf6c3c2002ab3dbed8ba1df6.jpg,La carte nationale d'identité change de format - Ville de Paris,id_pieces,./final/img_0000079.jpg,1,img_0000011.jpg,./id_pieces/img_0000011.jpg
img_0000080.jpg,https://img.20mn.fr/swO8brjgTbyagat2g2rb-A/830x532_nouvelle-carte-nationale-identite-francaise.jpg,Non il n'est pas anticonstitutionnel d'avoir une carte d'identité bilingue  français/anglais,id_pieces,./final/img_0000080.jpg,1,img_0000012.jpg,./id_pieces/img_0000012.jpg
img_0000081.jpg,https://www.bourgdepeage.com/application/files/thumbnails/tematik_image/3216/4372/6950/CNIS_2022.jpg,Carte d'identité et passeport :: Ville de Bourg de Péage,id_pieces,./final/img_0000081.jpg,1,img_0000013.jpg,./id_pieces/img_0000013.jpg
img_0000082.jpg,https://www.interieur.gouv.fr/sites/minint/files/styles/manual_crop/public/medias/images/nouvelle-carte-nationale-d-identite-cnie.jpg?h=e8591b83&itok=g6VRpBK4,La nouvelle carte nationale d'identité | Ministère de l'Intérieur,id_pieces,./final/img_0000082.jpg,1,img_0000014.jpg,./id_pieces/img_0000014.jpg
img_0000083.jpg,https://www.maenroch.fr/medias/2018/02/CARTE-DIDENTITE.png,Carte d'identité,id_pieces,./final/img_0000083.jpg,1,img_0000015.jpg,./id_pieces/img_0000015.jpg
img_0000084.jpg,https://cdn.radiofrance.fr/s3/cruiser-production/2021/08/6288fbb0-8f12-4c83-bdfc-a2915d680007/870x489_maxstockworld422099.jpg,INFOGRAPHIE - La nouvelle carte d'identité généralisée partout en France ce  lundi 2 août,id_pieces,./final/img_0000084.jpg,1,img_0000017.jpg,./id_pieces/img_0000017.jpg
img_0000085.jpg,https://www.haute-savoie.gouv.fr/var/ide_site/storage/images/media/images/c-prefecture-et-partenaires/cni-les-innovations/213026-1-fre-FR/CNI-les-innovations_imagelarge.jpg,Carte nationale d'identité / Démarches administratives / Accueil - Les  services de l'État en Haute-Savoie,id_pieces,./final/img_0000085.jpg,1,img_0000018.jpg,./id_pieces/img_0000018.jpg
img_0000086.jpg,https://www.gralon.net/articles/vignettes/thumb-la-carte-d-identite---presentation-et-demarches-3765.jpg,La carte d'identité : présentation et démarches,id_pieces,./final/img_0000086.jpg,1,img_0000019.jpg,./id_pieces/img_0000019.jpg
img_0000087.jpg,https://www.presse-citron.net/app/uploads/2019/12/carte-identite.jpg,https://www.presse-citron.net/app/uploads/2019/12/carte-identite.jpg,id_pieces,./final/img_0000087.jpg,1,img_0000020.jpg,./id_pieces/img_0000020.jpg
img_0000088.jpg,https://static2.petiterepublique.com/wp-content/uploads/2017/02/changement-identite-paul.jpeg,Cartes d'identité passeports certificats d'immatriculation permis de  conduire... quand vos démarches sont à portée de clic ! - Petite  République.com,id_pieces,./final/img_0000088.jpg,1,img_0000021.jpg,./id_pieces/img_0000021.jpg
img_0000089.jpg,https://static.lexpress.fr/medias_12338/w_732h_410c_cropx_4y_28/w_1000h_563c_fillg_north/v1641810218/nouvelle-carte-d-identite-2021_6317450.jpg,https://static.lexpress.fr/medias_12338/w_732h_410c_cropx_4y_28/w_1000h_563c_fillg_north/v1641810218/nouvelle-carte-d-identite-2021_6317450.jpg,id_pieces,./final/img_0000089.jpg,1,img_0000023.jpg,./id_pieces/img_0000023.jpg
img_0000090.jpg,https://www.ville-pierrelaye.fr/sites/pierrelaye/files/styles/contenu/public/image/article/id2.png?itok=8ocmE-N9,Carte Nationale d'Identité (CNI) | Site de la ville de Pierrelaye,id_pieces,./final/img_0000090.jpg,1,img_0000024.jpg,./id_pieces/img_0000024.jpg
img_0000091.jpg,https://cdn-s-www.estrepublicain.fr/images/2349185B-8905-4574-81A1-BD11A5C938EC/NW_raw/a-partir-du-2-aout-2021-les-cartes-d-identite-feront-la-taille-d-une-carte-bancaire-photo-d-illustration-julio-pelaez-rl-1582020203.jpg,https://cdn-s-www.estrepublicain.fr/images/2349185B-8905-4574-81A1-BD11A5C938EC/NW_raw/a-partir-du-2-aout-2021-les-cartes-d-identite-feront-la-taille-d-une-carte-bancaire-photo-d-illustration-julio-pelaez-rl-1582020203.jpg,id_pieces,./final/img_0000091.jpg,1,img_0000025.jpg,./id_pieces/img_0000025.jpg
img_0000092.jpg,https://www.ville-saumur.fr/media/zoo/images/carte-identite-1_5099078b09b9473f34abf5e5443e4706.jpg,Comment faire une carte d'identité biométrique,id_pieces,./final/img_0000092.jpg,1,img_0000026.jpg,./id_pieces/img_0000026.jpg
img_0000093.jpg,https://cdn.unitycms.io/image/ocroped/120012001000100000/Iy1k27nGaxM/CJC0QIEva85805svinZN0r.jpg,Lutter contre la fraude – Les Français auront une nouvelle carte d'identité  cet été | 24 heures,id_pieces,./final/img_0000093.jpg,1,img_0000027.jpg,./id_pieces/img_0000027.jpg
img_0000094.jpg,https://www.nice.fr//uploads/media/paysage/0001/27/cni-nice.jpg,La carte d'identité - Ville de Nice,id_pieces,./final/img_0000094.jpg,1,img_0000028.jpg,./id_pieces/img_0000028.jpg
img_0000095.jpg,http://www.verines.fr/wp-content/uploads/2021/05/CNI.png,Carte nationale d'identité – Mairie de Vérines,id_pieces,./final/img_0000095.jpg,1,img_0000029.jpg,./id_pieces/img_0000029.jpg
img_0000096.jpg,https://www.ville-romans.fr/application/files/thumbnails/details_page/8215/3900/3852/Carte_didentite.jpg,Carte d'identité,id_pieces,./final/img_0000096.jpg,1,img_0000030.jpg,./id_pieces/img_0000030.jpg
img_0000097.jpg,https://www.ville-surgeres.fr/wp-content/uploads/carte-d-identite.jpg,Démarche pour une carte nationale d'identité - Ville de Surgères,id_pieces,./final/img_0000097.jpg,1,img_0000031.jpg,./id_pieces/img_0000031.jpg
img_0000098.jpg,https://www.lasemainedespyrenees.fr/wp-content/uploads/2017/03/carte_identite.jpg?v=1635555897,Bigorre - Plus que 14 communes pour refaire sa carte d'identité - La  Semaine des Pyrénées,id_pieces,./final/img_0000098.jpg,1,img_0000033.jpg,./id_pieces/img_0000033.jpg
img_0000099.jpg,https://france.diplomatie.belgium.be/sites/default/files/content/photo-eid-fr.png,Cartes d'identité - Paris | La Belgique en France,id_pieces,./final/img_0000099.jpg,1,img_0000034.jpg,./id_pieces/img_0000034.jpg
img_0000100.jpg,https://prmeng.rosselcdn.net/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2021/08/02/node_218544/38616300/public/2021/08/02/B9727883297Z.1_20210802211802_000%2BGTOILUNGC.2-0.jpg?itok=ifrkkViF1627932416,La nouvelle carte d'identité française est disponible depuis lundi 2 août,id_pieces,./final/img_0000100.jpg,1,img_0000036.jpg,./id_pieces/img_0000036.jpg
img_0000101.jpg,https://www.quimperle.bzh/wp-content/uploads/2019/09/carte_identite_passeports.jpg,Cartes d'identité et passeports - Quimperle.bzh site officiel de la Ville  de Quimperlé,id_pieces,./final/img_0000101.jpg,1,img_0000037.jpg,./id_pieces/img_0000037.jpg
img_0000102.jpg,https://cloudfront-eu-central-1.images.arcpublishing.com/leparisien/RZXHDNH2U7WLOG747M3OUJRR3E.jpg,Données biométriques «inviolable»… voici la nouvelle carte d'identité  numérique - Le Parisien,id_pieces,./final/img_0000102.jpg,1,img_0000038.jpg,./id_pieces/img_0000038.jpg
img_0000103.jpg,https://www.manche.gouv.fr/var/ezwebin_site/storage/images/media/images/cni-verso_imagelarge/338333-1-fre-FR/cni-verso_imagelarge.jpg,Carte nationale d'identité / Démarches administratives / Accueil - Les  services de l'État dans la Manche,id_pieces,./final/img_0000103.jpg,1,img_0000039.jpg,./id_pieces/img_0000039.jpg
img_0000104.jpg,https://www.charente.gouv.fr/var/ezwebin_site/storage/images/demarches-administratives/carte-nationale-d-identite/48412-60-fre-FR/Carte-nationale-d-identite_large.png,Carte nationale d'identité / Démarches administratives / Accueil - Les  services de l'État en Charente,id_pieces,./final/img_0000104.jpg,1,img_0000040.jpg,./id_pieces/img_0000040.jpg
img_0000105.jpg,https://images.lanouvellerepublique.fr/image/upload/t_1020w/5de7c000b8404ea9028b4569.jpg,Nouvelle carte d'identité : jusqu'à quand la vôtre sera-t-elle valide ?,id_pieces,./final/img_0000105.jpg,1,img_0000041.jpg,./id_pieces/img_0000041.jpg
